number_of_bids_or_proposals_received_prior_to_award_of_contract,explain_why_the_fair_market_value_is_less_than_the_contract_amount,postal_code,amount_expended_for_fiscal_year,city,address_line1,begin_date,procurement_description,address_line2,transaction_number,state,vendor_number,type_of_procurement,renewal_date,number_of_bids_and_proposal_received_from_mwbe_firms,page_number,amount_expended_for_life_to_date,status,award_date,end_date,province_region,fair_market_value,exemption_from_the_publication_requirements_of_article_4c_of_the_economic-development_law?,current_or_outstanding_balance,award_process,plus_4,"if_yes,_basis_for_exemption",country,is_the_vendor_a_minority_or_woman-owned_business_enterprise?,amount,does_the_contract_have_an_end_date,is_the_vendor_a_nys_or_foreign_business_enterprise?,vendor_name,were_mwbe_firms_solicited_as_part_of_this_procurement_proces
,,10008,496891.1,NEW YORK,P O BOX 1534,,Janitorial services for MTA Bus,,CMSN080047,NY,77,Other,,,77,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,1534,,USA,No,,,NYS,ABM JANITORIAL SERVICES NE INC,
9,,10008,0,NEW YORK,NORTHEAST INC.,02/01/2013,CUSTODFIAL AND ENGINEERING SERVICES,P O BOX 1534,12096-0100,NY,78,Design and Construction/Maintenance,,0,78,0,OPEN,01/17/2013,01/31/2015,,,No,24937853,Authority Contract - Competitive Bid,1534,,USA,No,24937853,Yes,NYS,ABM JANITORIAL SERVICES NE INC,Yes
5,,10601,27500,WHITE PLAINS,360 HAMILTON AVENUE,10/01/2011,2 Broadway internet service,7TH FLOOR,11001-0100,NY,79,Commodities/Supplies,,0,79,60145.16,OPEN,09/28/2011,09/30/2013,,,No,104854.84,Authority Contract - Competitive Bid,,,USA,No,165000,Yes,NYS,ABOVENET COMMUNICATIONS INC.,No
23,,11432,0,JAMAICA,172-61 HIGHLAND AVE,08/01/2013,As needed pc and peripheral equipment,,12084-1200,NY,80,Technology - Hardware,,4,80,0,OPEN,04/23/2013,07/31/2016,,,No,0,Authority Contract - Competitive Bid,,,USA,No,0,Yes,NYS,ABRAHAMS CONSULTING LLC,Yes
23,,11432,0,JAMAICA,172-61 HIGHLAND AVE,08/01/2013,As needed pc and peripheral equipment,,12084-0100,NY,81,Technology - Hardware,,4,81,0,OPEN,04/23/2013,07/31/2016,,,No,0,Authority Contract - Competitive Bid,,,USA,No,0,Yes,NYS,ABRAHAMS CONSULTING LLC,Yes
,,20191,15982.45,RESTON,1875 CAMPUS COMMONS DRIVE,,Trapwire,SUITE301,11045-0100,VA,82,Other,,,82,,OPEN,,,,,,,Purchased Under State Contract,,,USA,No,,,Foreign,ABRAXASAPPLICATION INC,
,,11743,637.12,HUNTINGTON,PO BOX 4409,,86-19-0375VALVE KIT CONSEP CONDENSER/SEPARATOR UPPER SERVICE,,RD131682,NY,83,Commodities/Supplies,,,83,,OPEN,,,,,,,Purchased Under State Contract,,,USA,Yes,,,NYS,ABT PRODUCTSSERVICES INC.,
,,11743,366.32,HUNTINGTON,PO BOX 4409,,91-19-0017MODULE REAR BUMPE,,RD121255,NY,84,Commodities/Supplies,,,84,,OPEN,,,,,,,Purchased Under State Contract,,,USA,Yes,,,NYS,ABT PRODUCTSSERVICES INC.,
,,11743,0,HUNTINGTON,PO BOX 4409,,91-29-3583 FRONT BUMPER ASSEMB,,RD131677,NY,85,Commodities/Supplies,,,85,,OPEN,,,,,,,Purchased Under State Contract,,,USA,No,,,NYS,ABT PRODUCTSSERVICES INC.,
,,11743,10072.8,HUNTINGTON,PO BOX 4409,,85-75-0007 SLACK ADJUSTER RE,,R131582,NY,86,Commodities/Supplies,,,86,,OPEN,,,,,,,Purchased Under State Contract,,,USA,Yes,,,NYS,ABT PRODUCTSSERVICES INC.,
,,11743,7044,HUNTINGTON,PO BOX 4409,,87-35-0083 FILTER SPIN ON PR,,RD121386,NY,87,Commodities/Supplies,,,87,,OPEN,,,,,,,Purchased Under State Contract,,,USA,No,,,NYS,ABT PRODUCTSSERVICES INC.,
,,11743,4272.08,HUNTINGTON,PO BOX 4409,,87-61-0013 FILLER NECK ASSEMBLY,,R131665,NY,88,Commodities/Supplies,,,88,,OPEN,,,,,,,Purchased Under State Contract,,,USA,Yes,,,NYS,ABT PRODUCTSSERVICES INC.,
,,11743,2381,HUNTINGTON,PO BOX 4409,,85-95-0001 SLACK ADJUSTER SS,,RD131673B,NY,89,Commodities/Supplies,,,89,,OPEN,,,,,,,Purchased Under State Contract,,,USA,Yes,,,NYS,ABT PRODUCTSSERVICES INC.,
,,11743,2381,HUNTINGTON,PO BOX 4409,,85-95-0001 SLACK ADJUSTER SS,,RD131673A,NY,90,Commodities/Supplies,,,90,,OPEN,,,,,,,Purchased Under State Contract,,,USA,Yes,,,NYS,ABT PRODUCTSSERVICES INC.,
,,11743,1282,HUNTINGTON,PO BOX 4409,,91-19-0015 MODULE FRONT BUMPER CURBSIDE,,RD131679,NY,91,Commodities/Supplies,,,91,,OPEN,,,,,,,Purchased Under State Contract,,,USA,Yes,,,NYS,ABT PRODUCTSSERVICES INC.,
,,11743,0,HUNTINGTON,PO BOX 4409,,88-43-9294 REGULATOR CURRENT,,RD131680,NY,92,Commodities/Supplies,,,92,,OPEN,,,,,,,Purchased Under State Contract,,,USA,Yes,,,NYS,ABT PRODUCTSSERVICES INC.,
,,11743,5806.8,HUNTINGTON,PO BOX 4409,,91-43-6500MIRROR ASSEMBLY O,,RD121385,NY,93,Commodities/Supplies,,,93,,OPEN,,,,,,,Purchased Under State Contract,,,USA,Yes,,,NYS,ABT PRODUCTSSERVICES INC.,
,,11743,1949.08,HUNTINGTON,PO BOX 4409,,91-43-6500MIRROR ASSEMBLY O,,RD121385,NY,94,Commodities/Supplies,,,94,,OPEN,,,,,,,Purchased Under State Contract,,,USA,Yes,,,NYS,ABT PRODUCTSSERVICES INC.,
,,11743,110642.4,HUNTINGTON,PO BOX 4409,11/27/2012,6.00E+23 LAMP FLUORESCENT F72T8 44 WATT SINGLE PIN BASE INSTANT START SLIM- LINE TYPE 18000 HOURS 4650 LUMENS COLOR MUST MATCH SYLVANIA F072/835XP/ECO,,,NY,95,Commodities/Supplies,,9,95,110642.4,OPEN,11/27/2012,05/26/2013,,144780,Yes,34137.6,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,144780,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,64208.64,HUNTINGTON,PO BOX 4409,06/22/2012,6.00E+23 MOTOR 4 WIRE BLOWER ASSEMBLY DEFROST,,,NY,96,Commodities/Supplies,,5,96,70722.56,OPEN,06/22/2012,09/21/2014,,130278.4,Yes,59555.84,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,130278.4,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,42720.8,HUNTINGTON,PO BOX 4409,07/12/2012,6.00E+23 FILLER NECK ASSEMBLY FUEL TANK,,,NY,97,Commodities/Supplies,,3,97,55537.04,OPEN,07/12/2012,10/10/2014,,128162.4,Yes,72625.36,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,Yes,128162.4,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,0,HUNTINGTON,PO BOX 4409,08/21/2013,6.00E+23 REMOVABLE BRACKET CONSISTING OF REF. No11 1416,,,NY,98,Commodities/Supplies,,6,98,0,OPEN,08/21/2013,11/20/2015,,120540,Yes,120540,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,Yes,120540,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,44628.68,HUNTINGTON,PO BOX 4409,08/29/2012,6.00E+23 GASKET DIESEL PARTICULATE FILTER MODULE,,,NY,99,Commodities/Supplies,,5,99,44628.68,OPEN,08/29/2012,12/28/2014,,114542.4,Yes,69913.72,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,114542.4,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,63940.48,HUNTINGTON,PO BOX 4409,07/11/2012,6.00E+23 THROTTLE ASSEMBLY NATURAL GAS MK ENGINE ONLY,,,NY,100,Commodities/Supplies,,3,100,83921.88,OPEN,07/11/2012,10/10/2013,,109897.7,Yes,25975.82,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,Yes,109897.7,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,0,HUNTINGTON,PO BOX 4409,09/12/2013,6.00E+23 SLACK ADJUSTER SS L/HAND REAR,,,NY,101,Commodities/Supplies,,5,101,0,OPEN,09/12/2013,12/11/2015,,107145,Yes,107145,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,Yes,107145,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,0,HUNTINGTON,PO BOX 4409,09/11/2013,6.00E+23 SLACK ADJUSTER SS R/HAND REAR,,,NY,102,Commodities/Supplies,,4,102,0,OPEN,09/11/2013,12/10/2015,,107145,Yes,107145,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,Yes,107145,Yes,NYS,ABT PRODUCTSSERVICES INC.,No
,,11743,0,HUNTINGTON,PO BOX 4409,05/23/2013,6.00E+23 THROTTLE ASSEMBLY NATURAL GAS MK ENGINE ONLY,,,NY,103,Commodities/Supplies,,6,103,0,OPEN,05/23/2013,08/22/2014,,100281,Yes,100281,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,100281,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,65018.7,HUNTINGTON,PO BOX 4409,05/02/2012,6.00E+23 FILTER SPIN ON SECONDARY FUEL,,,NY,104,Commodities/Supplies,,4,104,91193.7,OPEN,05/02/2012,08/01/2014,,99465,Yes,8271.3,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,Yes,99465,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,0,HUNTINGTON,PO BOX 4409,12/27/2013,91-65-3679 MIRROR ASSEMBLY ST,,D131674A,NY,105,Commodities/Supplies,,0,105,0,OPEN,11/12/2013,02/11/2016,,85600,Yes,85600,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,85600,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,39379.4,HUNTINGTON,PO BOX 4409,08/23/2012,6.00E+23 MODULE REAR BUMPER CORNER CURBSIDE,,,NY,106,Commodities/Supplies,,5,106,61358.6,OPEN,08/23/2012,11/21/2014,,82422,Yes,21063.4,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,82422,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,23677.59,HUNTINGTON,PO BOX 4409,03/29/2013,6.00E+23 VALVE ASSEMBLY INTERLOCK PRESSURE REGULATOR. VALVE IS TO BE PRESET AT 50 PSI AND NON-ADJUSTABLE.,,,NY,107,Commodities/Supplies,,6,107,23677.59,OPEN,03/29/2013,06/28/2015,,74158,Yes,50480.41,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,74158,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,0,HUNTINGTON,PO BOX 4409,03/28/2013,6.00E+23 VALVE KIT CONSEP CONDENSER/SEPARATOR UPPER SERVICE,,,NY,108,Commodities/Supplies,,5,108,0,OPEN,03/28/2013,06/27/2015,,73667,Yes,73667,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,73667,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,0,HUNTINGTON,PO BOX 4409,11/12/2013,91-65-3680 MIRROR ASSEMBLY CURB SIDE MCI EXTERNAL HEATED REMOTE FLATCONVEX HEAD WITH ABS PLA,,D131674B,NY,109,Commodities/Supplies,,0,109,0,OPEN,11/12/2013,02/11/2016,,70620,Yes,70620,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,70620,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
7,,11743,0,HUNTINGTON,PO BOX 4409,11/07/2013,6.00E+23 MIRROR ASSEMBLY CURB SIDE MCI EXTERNAL HEATED REMOTE FLATCONVEX HEAD WITH ABS PLASTIC HEAD 12 VOLT WITH ADDITIONAL 5CROSS OVER CONVEX MIRROR MOUNTED TO TH,,,NY,110,Commodities/Supplies,,1,110,0,OPEN,11/07/2013,02/07/2016,,,No,69650,Authority Contract - Competitive Bid,,,USA,No,69650,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,24860,HUNTINGTON,PO BOX 4409,05/24/2012,6.00E+23 DUAL SUNVISOR ASSEMBLY SIDE/FRONT,,,NY,111,Commodities/Supplies,,4,111,42900,OPEN,05/24/2012,08/23/2014,,63800,Yes,20900,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,63800,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,47843.55,HUNTINGTON,PO BOX 4409,06/21/2012,6.00E+23 FILLER ASSEMBLY PRESSURE FILL,,,NY,112,Commodities/Supplies,,3,112,47843.55,OPEN,06/21/2012,09/19/2014,,63791.4,Yes,15947.85,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,Yes,63791.4,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,7913.55,HUNTINGTON,PO BOX 4409,03/29/2013,6.00E+23 DRIVESHAFT ASSEMBLY MCI,,,NY,113,Commodities/Supplies,,5,113,7913.55,OPEN,03/29/2013,06/28/2015,,63308.4,Yes,55394.85,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,63308.4,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
5,,11743,0,HUNTINGTON,PO BOX 4409,10/22/2013,6.00E+23 FAN CONTROL,,,NY,114,Commodities/Supplies,,5,114,0,OPEN,10/22/2013,01/22/2016,,,No,63205.8,Authority Contract - Competitive Bid,,,USA,No,63205.8,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,12194,HUNTINGTON,PO BOX 4409,07/18/2013,6.00E+23 MIRROR ASSEMBLY OUTSIDE LEFT AND RIGHT REAR VIEW WITH METAL BALL.,,,NY,115,Commodities/Supplies,,6,115,12194,OPEN,07/18/2013,10/17/2015,,60970,Yes,48776,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,Yes,60970,Yes,NYS,ABT PRODUCTSSERVICES INC.,No
,,11743,20920,HUNTINGTON,PO BOX 4409,02/05/2013,6.00E+23 FRONT BUMPER ASSEMBLY,,,NY,116,Commodities/Supplies,,3,116,20920,OPEN,02/05/2013,05/05/2015,,60249.6,Yes,39329.6,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,60249.6,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,27017.75,HUNTINGTON,PO BOX 4409,06/02/2012,6.00E+23 91-43-6500MIRROR ASSEMBLY OUTSIDE LEFT AND RIGHT REAR VIEW WITH METAL BALL.ROSCO PARTNo 953PSQB W/METAL BALL,,,NY,117,Commodities/Supplies,,3,117,35082.75,OPEN,03/09/2012,09/02/2013,,56455,Yes,21372.25,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,56455,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,36942.08,HUNTINGTON,PO BOX 4409,09/21/2012,6.00E+23 BUMPER MODULE REAR CURBSIDE,,,NY,118,Commodities/Supplies,,4,118,36942.08,OPEN,09/21/2012,12/20/2014,,53716.8,Yes,16774.72,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,53716.8,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,14220.6,HUNTINGTON,PO BOX 4409,08/21/2013,6.00E+23 FAN ASSEMBLY DRIVERS 24V,,,NY,119,Commodities/Supplies,,5,119,14220.6,OPEN,08/21/2013,11/20/2014,,51194.16,Yes,36973.56,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,Yes,51194.16,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,31409.28,HUNTINGTON,PO BOX 4409,09/28/2012,6.00E+23 LAMP FLUORESCENT 48LONG TRIMLINE T8 MEDIUM BI-PIN USED ON SHOP LIGHTING,,,NY,120,Commodities/Supplies,,9,120,39009.28,OPEN,09/28/2012,12/27/2013,,47652,Yes,8642.72,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,47652,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,29783,HUNTINGTON,PO BOX 4409,04/05/2012,6.00E+23 MIRROR ASSEMBLY CURBSIDE EXTERIOR,,,NY,121,Commodities/Supplies,,3,121,33891,OPEN,04/05/2012,07/03/2014,,47242,Yes,13351,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,Yes,47242,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,0,HUNTINGTON,PO BOX 4409,04/10/2013,6.00E+23 SLACK ADJUSTER LH/RH TRAILING AXLE,,,NY,122,Commodities/Supplies,,4,122,0,OPEN,04/10/2013,07/09/2015,,46270.5,Yes,46270.5,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,Yes,46270.5,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,4600,HUNTINGTON,PO BOX 4409,06/29/2012,6.00E+23 FILTER SPIN ON PRIMARY FUEL,,,NY,123,Commodities/Supplies,,5,123,4600,OPEN,06/29/2012,09/26/2014,,46000,Yes,41400,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,Yes,46000,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,0,HUNTINGTON,PO BOX 4409,04/16/2013,6.00E+23 SLACK ADJUSTER REAR LH/RH,,,NY,124,Commodities/Supplies,,3,124,0,OPEN,04/16/2013,07/15/2015,,45747.3,Yes,45747.3,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,Yes,45747.3,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,21600,HUNTINGTON,PO BOX 4409,05/13/2013,6.00E+23 SEAT OPERATOR ORV99 MCI9899 NEW FLYER LFCNG 99 AIR SUSPENSION HIGH BACK ADJUSTABLE AIR LUMBAR SUPPORT STEPLESS BACK RECLINE.AIR HEIGHT ADJUSTMENT. FOR,,,NY,125,Commodities/Supplies,,2,125,21600,OPEN,05/13/2013,08/12/2015,,45000,Yes,23400,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,Yes,45000,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
9,,11743,0,HUNTINGTON,PO BOX 4409,12/03/2013,6.00E+23 SWITCH MIRROR CONTROL CURBSIDE,,,NY,126,Commodities/Supplies,,1,126,0,OPEN,12/03/2013,03/02/2016,,,No,38019,Authority Contract - Competitive Bid,,,USA,No,38019,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,23877,HUNTINGTON,PO BOX 4409,02/05/2013,6.00E+23 BUMPER MODULE REAR ROADSIDE,,,NY,127,Commodities/Supplies,,4,127,23877,OPEN,02/05/2013,05/05/2015,,37900,Yes,14023,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,37900,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,9071.4,HUNTINGTON,PO BOX 4409,05/13/2013,6.00E+23 CYLINDER EXTINGUISHER 22 POUNDS DRY CHEMICAL KIDDE VERTICAL MOUNT FIRE SUPPRESSION SYSTEM.,,,NY,128,Commodities/Supplies,,2,128,9071.4,OPEN,05/13/2013,08/12/2015,,36285.6,Yes,27214.2,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,Yes,36285.6,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,9384,HUNTINGTON,PO BOX 4409,08/15/2013,6.00E+23 REGULATOR CURRENT/VOLTAGE 24 VOLT,,,NY,129,Commodities/Supplies,,3,129,9384,OPEN,08/15/2013,11/14/2014,,35190,Yes,25806,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,Yes,35190,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,0,HUNTINGTON,PO BOX 4409,11/21/2013,6.00E+23 SLACK ADJUSTER FRONT AXLE CURBSTREET SIDE,,,NY,130,Commodities/Supplies,,5,130,0,OPEN,11/21/2013,02/20/2016,,34014.1,Yes,34014.1,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,34014.1,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,0,HUNTINGTON,PO BOX 4409,08/03/2012,6.00E+23 BEARING ASSEMBLY ROLLER BEVEL GEAR V700 TRANSMISSION SERIES. CONSISTING OF ONE CUP TIMKEN P/N 742 AND ONE CONE TIMKEN P/N 740 MUST COME IN ONE BOX OR,,,NY,131,Commodities/Supplies,,5,131,0,OPEN,08/03/2012,12/04/2013,,33420,Yes,33420,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,33420,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
4,,11743,0,HUNTINGTON,PO BOX 4409,10/18/2013,6.00E+23 CONTROLLER FAN,,,NY,132,Commodities/Supplies,,4,132,0,OPEN,10/18/2013,01/15/2016,,,No,31602.9,Authority Contract - Competitive Bid,,,USA,No,31602.9,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,20718,HUNTINGTON,PO BOX 4409,05/07/2012,6.00E+23 LINK STABILIZER BAR LEFT HAND,,,NY,133,Commodities/Supplies,,3,133,31077,OPEN,05/07/2012,08/06/2013,,31077,Yes,0,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,Yes,31077,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,8396.1,HUNTINGTON,PO BOX 4409,05/22/2012,6.00E+23 HOSE HUMP 2.50,,,NY,134,Commodities/Supplies,,7,134,14730,OPEN,05/21/2012,08/21/2014,,29460,Yes,14730,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,29460,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
5,,11743,0,HUNTINGTON,PO BOX 4409,08/16/2013,6.00E+23 BLOWER DEFROSTER,,,NY,135,Commodities/Supplies,,5,135,0,OPEN,08/16/2013,11/16/2015,,,No,29100,Authority Contract - Competitive Bid,,,USA,No,29100,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,6803.55,HUNTINGTON,PO BOX 4409,05/13/2013,6.00E+23 CYLINDER EXTINGUISHER 22 POUNDS DRY CHEMICAL SANTA BARBARA DUAL SPECTRUM VERTICAL MOUNT FIRE SUPPRESSION SYSTEM,,,NY,136,Commodities/Supplies,,3,136,6803.55,OPEN,05/13/2013,08/12/2015,,27214.2,Yes,20410.65,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,Yes,27214.2,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,0,HUNTINGTON,PO BOX 4409,10/02/2013,6.00E+23 TIE ROD ASSEMBLY,,,NY,137,Commodities/Supplies,,5,137,0,OPEN,10/02/2013,01/01/2016,,27102,Yes,27102,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,27102,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
4,,11743,0,HUNTINGTON,PO BOX 4409,10/22/2013,6.00E+23 MODULE REAR BUMPER CORNER ROADSIDE,,,NY,138,Commodities/Supplies,,4,138,0,OPEN,10/22/2013,01/22/2016,,,No,26691,Authority Contract - Competitive Bid,,,USA,No,26691,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,14366.2,HUNTINGTON,PO BOX 4409,05/07/2012,6.00E+23 ELEMENT AIR FILTER,,,NY,139,Commodities/Supplies,,4,139,14366.2,OPEN,05/07/2012,08/06/2014,,26360,Yes,11993.8,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,Yes,26360,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,0,HUNTINGTON,PO BOX 4409,11/04/2013,6.00E+23 VISOR ASSEMBLY DUAL WITH ATTACHING PARTS,,,NY,140,Commodities/Supplies,,4,140,0,OPEN,11/04/2013,02/03/2016,,25938,Yes,25938,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,Yes,25938,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,14743,HUNTINGTON,PO BOX 4409,04/03/2013,6.00E+23 MODULE FRONT BUMPER CURBSIDE,,,NY,141,Commodities/Supplies,,4,141,14743,OPEN,04/03/2013,07/03/2014,,25640,Yes,10897,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,25640,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,17089.2,HUNTINGTON,PO BOX 4409,05/13/2013,6.00E+23 CYLINDEREXTINGUISHER22 POUNDS DRY CHEMICAL ABC RATED WITH GAGE ON RIGHTSANTA BARBARA DUAL SPECTRUM HORIZONTAL MOUNT FIRE SUPPRESSION SYSTE,,,NY,142,Commodities/Supplies,,2,142,17089.2,OPEN,05/13/2013,08/12/2015,,23735,Yes,6645.8,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,Yes,23735,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,5979,HUNTINGTON,PO BOX 4409,03/01/2013,6.00E+23 BUMPER MODULE FRONT CURBSIDE,,,NY,143,Commodities/Supplies,,6,143,5979,OPEN,03/01/2013,06/01/2015,,22321.6,Yes,16342.6,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,22321.6,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
6,,11743,2947,HUNTINGTON,PO BOX 4409,01/29/2013,6.00E+23 HOLDER TAG 2-41/64X 27-1/41/4OPEN HEM BOTH SIDES ON 2-41/64WIDTH .025 THICK 3003 H14 ALUMINUM ALLOY ADHESIVE BACK. HOLDER MUST HOLD SEVEN 7 2-1/2X 3-3/4LE,,,NY,144,Commodities/Supplies,,2,144,2947,OPEN,01/29/2013,04/28/2014,,,Yes,15998,Authority Contract - Competitive Bid,,Discretionary Procurement,USA,No,18945,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,3000,HUNTINGTON,PO BOX 4409,02/11/2013,6.00E+23 MIRROR KIT MCI CONVEX CROSS OVER MIRROR ASSEMBLY KIT,,,NY,145,Commodities/Supplies,,2,145,3000,OPEN,02/11/2013,05/11/2015,,18250,Yes,15250,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,18250,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,0,HUNTINGTON,PO BOX 4409,02/19/2014,85-65-0018 BRAKE SHOE,,D131683,NY,146,Commodities/Supplies,,3,146,0,OPEN,11/19/2013,02/18/2016,,12568.44,Yes,12568.44,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,12568.44,Yes,NYS,ABT PRODUCTSSERVICES INC.,Yes
,,11743,23246,HUNTINGTON,PO BOX 4409,,Multi-PO Under 15K to Same Vendor Goods Provided by Select Vendor,,,NY,147,Commodities/Supplies,,,147,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,,,USA,Yes,,,,ABT PRODUCTSSERVICES INC.,
15,,10001,2398598,NEW YORK,275 7TH AVE. SUITE 2700,03/23/2012,FULL SERVICE MARKET RESEARCH SERVICES,,06228-1300,NY,148,Consulting Services,,0,148,2445924,OPEN,02/26/2007,12/31/2014,,,No,2611431.63,Authority Contract - Competitive Bid,,,USA,No,5057355.63,Yes,Foreign,ABT SRBI INC.,No
15,,10001,0,NEW YORK,275 7TH AVE. SUITE 2700,05/01/2007,FULL SERVICE MARKET RESEARCH SERVICES,,C906228-0800,NY,149,Consulting Services,,1,149,1247435.58,OPEN,02/26/2007,12/31/2014,,,No,527817.74,Authority Contract - Competitive Bid,,,USA,No,1775253.32,Yes,Foreign,ABT SRBI INC.,No
