number_of_bids_or_proposals_received_prior_to_award_of_contract,explain_why_the_fair_market_value_is_less_than_the_contract_amount,postal_code,amount_expended_for_fiscal_year,city,address_line1,begin_date,procurement_description,address_line2,transaction_number,state,vendor_number,type_of_procurement,renewal_date,number_of_bids_and_proposal_received_from_mwbe_firms,page_number,amount_expended_for_life_to_date,status,award_date,end_date,province_region,fair_market_value,exemption_from_the_publication_requirements_of_article_4c_of_the_economic-development_law?,current_or_outstanding_balance,award_process,plus_4,"if_yes,_basis_for_exemption",country,is_the_vendor_a_minority_or_woman-owned_business_enterprise?,amount,does_the_contract_have_an_end_date,is_the_vendor_a_nys_or_foreign_business_enterprise?,vendor_name,were_mwbe_firms_solicited_as_part_of_this_procurement_proces
31,,11563,0,LYNBROOK,300 MERRICK ROAD,01/01/2009,Investigative services,SUITE 400,08210-0100,NY,71,Other Professional Services,,4,71,0,OPEN,11/20/2008,12/31/2013,,,No,0,Authority Contract - Competitive Bid,,,USA,Yes,0,Yes,NYS,"A.C. ROMAN & ASSOCIATES, INC.",Yes
,,11580,320,VALLEY STREAM,19 WIBUR STREET,,Miscellaneous Parts and tools.,,,NY,72,Commodities/Supplies,,,72,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,,"A.D.E. SYSTEMS, INC.",
2,,11104,11269.2,SUNNYSIDE,P.O. BOX 4309,05/19/2010,3-YR. NEWSPAPER SERVICE,,10043-0100,NY,73,Commodities/Supplies,,0,73,21699.45,OPEN,05/19/2010,06/29/2013,,,No,13756.55,Authority Contract - Competitive Bid,,,USA,No,35456,Yes,NYS,A.M. NEWS DBA MITCHELLS NEWSPAPER,Yes
41,,11379,194063.85,MIDDLE VILLAGE,69-38 76TH STREET,11/14/2010,C610E0281L VOUCHER-BASED TRANSP.SVC.PROG.AAR-AMN MGMT. DBA ALWAYS READY,,,NY,74,Other Professional Services,,6,74,430415.6,OPEN,11/10/2010,11/13/2013,,,No,3669398.21,Authority Contract - Competitive Bid,,,USA,No,4099813.81,Yes,NYS,A.M.N. MANAGEMENT INC. D/B/A ALWAYS READ,Yes
,,07657,3914.84,RIDGEFIELD,509 BROAD AVENUE,,Miscellaneous Parts and tools.,,,NJ,75,Commodities/Supplies,,,75,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,,A.W. MEYER CO. INC.,
6,,07657,80250.48,RIDGEFIELD,509 BROAD AVENUE,12/10/2010,C600957438 TAPE MASKING CREPED 2ft WIDE X 60,,,NJ,76,Commodities/Supplies,,0,76,129820.32,OPEN,12/06/2010,03/06/2013,,,No,34572.96,Authority Contract - Competitive Bid,,,USA,No,164393.28,Yes,Foreign,A.W. MEYER CO. INC.,Yes
1,,77058,9045,HOUSTON,17041 EL CAMINO REAL,07/29/2011,METROCARD MERCHANT CREDIT INVESTIGATION SERVICES,SUITE 102,0600000000000000000000903,TX,77,Other,,0,77,12453,OPEN,07/29/2011,07/29/2015,,,No,43107,Authority Contract - Competitive Bid,,,USA,No,55560,Yes,Foreign,"AAA CREDIT SCREENING SERVICES, LLC",No
,,53154,47227.5,OAK CREEK,1120 WEST NORTH BRANCH DRIVE,,BOLT HOOK AND NUT FOR THE 150 LB 3RD RAIL,,,WI,78,Commodities/Supplies,,,78,,COMPLETED,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,,AAA SALES AND ENGINEERING,
,,60673,5063.5,CHICAGO,24828 NETWORK PL,01/04/2010,"C2PRB090298 83-73-0001 - FILTER, DEFROSTER",,,IL,79,Commodities/Supplies,,,79,30873.32,OPEN,01/04/2010,06/30/2012,,,No,4811.68,Authority Contract - Competitive Bid,1248,,USA,No,35685,Yes,Foreign,AAF INTERNATIONAL,No
2,,40223,2482.92,LOUISVILLE,10300 ORMSBY PARK PLACE,03/19/2010,C600930467 FILTER 20ft. X 20ft. X 2ft. NON WOVEN FABRIC PLEATED FLAT FRAMED FOR AIR CONDITIONER,,,KY,80,Commodities/Supplies,,0,80,5392.2,OPEN,03/19/2010,03/19/2012,,,No,9607.73,Authority Contract - Competitive Bid,6169,,USA,No,14999.93,Yes,Foreign,"AAF-MCQUAY, INC. DBA AAF INTERNATIONAL",Yes
,,40223,46044.24,LOUISVILLE,10300 ORMSBY PARK PLACE,,Multi-PO Under 15K to Same Vendor Goods Provided by Select Vendor,,,KY,81,Commodities/Supplies,,,81,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,Foreign,"AAF-MCQUAY, INC. DBA AAF INTERNATIONAL",
,,08077,4295.72,CINNAMINSON,2303 GARRY ROAD,,Miscellaneous Parts and tools.,UNIT 1 AND 2,,NJ,82,Commodities/Supplies,,,82,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,,AALL AMERICAN FASTENERS,
,,11757,1085639.46,LINDENHURST,50 GEAR AVE,03/01/2010,C608G9919A CLEANING & REMOVAL OF OILY WASTE FROM COLLECTION UNITS,,,NY,83,Other Professional Services,,1,83,2868384.44,OPEN,02/26/2010,02/28/2015,,,No,1191191.56,Authority Contract - Competitive Bid,,,USA,No,4059576,Yes,NYS,AARCO ENVIRONMENTAL SERVICES CORP.,Yes
,,11716,0,BOHEMIA,1599 OCEAN AVE,08/01/2009,C608I9975X SYSTEMWIDE SALE & REMOVAL OF S CRAP COMMODITIES - INDEX PRICE,,,NY,84,Other,,0,84,0,OPEN,07/31/2009,07/31/2014,,,No,1061548.39,Authority Contract - Competitive Bid,,,USA,No,1061548.39,Yes,NYS,AB OIL SERVICE,No
6,,11716,1758,BOHEMIA,1599 OCEAN AVE,08/20/2010,C2J100670A Environ Svc Haz/Non-Haz Waste. Lead Agency LIRR IT05396-MW49/BPO3665,,,NY,85,Design and Construction/Maintenance,,,85,3266,OPEN,08/20/2010,08/31/2015,,,No,396734,Authority Contract - Competitive Bid,,,USA,No,400000,Yes,NYS,"AB OIL SERVICE, LTD.",No
,,07064,19302.88,PORT READING,600 MARKLEY STREET,,BAG PLASTIC WASTEBASKET LINER CLEAR,,,NJ,86,Commodities/Supplies,,,86,,COMPLETED,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,,"ABALINE PAPER PRODUCTS, INC.",
7,,07064,229178.88,PORT READING,600 MARKLEY STREET,10/14/2011,TOWEL PAPER C-FOLD 10.25ft. X 13ft. 150 TOWELS PER PACKAGE 16 PACKAGES PER CASE. 2400 TOWELS PER C,P.O. BOX 10,0600000000000000000001402,NJ,87,Commodities/Supplies,,1,87,261918.72,OPEN,10/14/2011,10/14/2013,,,No,180069.12,Authority Contract - Competitive Bid,,,USA,No,441987.84,Yes,Foreign,"ABALINE PAPER PRODUCTS, INC.",Yes
8,,07064,96600,PORT READING,600 MARKLEY STREET,06/01/2010,C600937582 CUP PAPER WITH PLASTIC LINING HOT,P.O. BOX 10,,NJ,88,Commodities/Supplies,,0,88,372220.5,OPEN,06/01/2010,06/01/2012,,,No,14179.5,Authority Contract - Competitive Bid,,,USA,No,386400,Yes,Foreign,"ABALINE PAPER PRODUCTS, INC.",Yes
19,,07064,40642.56,PORT READING,600 MARKLEY STREET,02/10/2010,C600926824 TOWEL ROLL EMBOSSED TENSILE STRENGTH,P.O. BOX 10,,NJ,89,Commodities/Supplies,,1,89,210470.28,OPEN,02/10/2010,03/09/2012,,,No,86.52,Authority Contract - Competitive Bid,,,USA,No,210556.8,Yes,Foreign,"ABALINE PAPER PRODUCTS, INC.",Yes
19,,07064,33897.6,PORT READING,600 MARKLEY STREET,02/10/2010,C600926825 TOWEL PAPER ROLL TYPE TOWEL,P.O. BOX 10,,NJ,90,Commodities/Supplies,,1,90,169988.76,OPEN,02/10/2010,03/09/2012,,,No,321,Authority Contract - Competitive Bid,,,USA,No,170309.76,Yes,Foreign,"ABALINE PAPER PRODUCTS, INC.",Yes
4,,07064,15106.78,PORT READING,600 MARKLEY STREET,08/05/2010,C4BP03729 Toilet tissue,P.O. BOX 10,,NJ,91,Commodities/Supplies,,0,91,30237.52,OPEN,08/04/2010,11/04/2011,,,No,49762.48,Authority Contract - Competitive Bid,,,USA,No,80000,Yes,Foreign,"ABALINE PAPER PRODUCTS, INC.",No
1,,07064,24068.5,PORT READING,600 MARKLEY STREET,08/20/2010,C000076016 PAPER TOILET TISSUE,,,NJ,92,Commodities/Supplies,,0,92,71864.5,COMPLETED,08/20/2010,,,,No,0,Authority Contract - Competitive Bid,,,USA,No,71864.5,No,Foreign,"ABALINE PAPER PRODUCTS, INC.",Yes
3,,07064,24858.24,PORT READING,600 MARKLEY STREET,09/07/2010,C4BP03741 Roll Paper Towels,P.O. BOX 10,,NJ,93,Commodities/Supplies,,0,93,24858.24,OPEN,09/03/2010,03/09/2012,,,No,41261.76,Authority Contract - Competitive Bid,,,USA,No,66120,Yes,Foreign,"ABALINE PAPER PRODUCTS, INC.",No
8,,07064,16286,PORT READING,600 MARKLEY STREET,05/21/2010,C600936796 CUP DRINKING PAPER COATED 8 0Z.,P.O. BOX 10,,NJ,94,Commodities/Supplies,,0,94,52938,OPEN,05/21/2010,05/21/2012,,,No,1054,Authority Contract - Competitive Bid,,,USA,No,53992,Yes,Foreign,"ABALINE PAPER PRODUCTS, INC.",Yes
3,,07064,13321.77,PORT READING,600 MARKLEY STREET,09/14/2011,"PAPER,TOILET, 1 PLY,4-1/2IN X 4-1/2IN, CONVER-PRO 78477-96102 (96 RLS/CS), MARATHON 1012, WISCONSIN 16",P.O. BOX 10,4000009781,NJ,95,Commodities/Supplies,,0,95,26643.54,OPEN,09/14/2011,02/27/2012,,,,131.78,Authority Contract - Competitive Bid,,,USA,No,26775.32,Yes,Foreign,"ABALINE PAPER PRODUCTS, INC.",No
,,07064,20218.76,PORT READING,600 MARKLEY STREET,,various various small purchases,P.O. BOX 10,,NJ,96,Commodities/Supplies,,,96,,COMPLETED,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,Foreign,"ABALINE PAPER PRODUCTS, INC.",
4,,10016,152625,NEW YORK,386 PARK AVENUE SOUTH,01/01/2012,PEST CONTROL SERVICES,SUITE 902,1000003672,NY,97,Other,,0,97,152625,OPEN,01/01/2012,12/31/2015,,,No,373715,Authority Contract - Competitive Bid,,,USA,No,526340,Yes,NYS,ABALON EXTERMINATING COMPANY,Yes
12,,10016,184902.12,NEW YORK,386 Park Avenue South,05/17/2010,C000053726 PEST CONTROL SERVICES IN GRAND CENTRAL TERMINAL,,,NY,98,Other,,0,98,400621.26,OPEN,05/17/2010,05/16/2015,,,No,83196.93,Authority Contract - Competitive Bid,,,USA,No,483818.19,Yes,NYS,ABALON EXTERMINATING COMPANY,Yes
4,,10016,131053.5,NEW YORK,386 PARK AVENUE SOUTH SUITE 902,01/01/2012,PEST CONTROL SERVICES,,0600000000000000000001826,NY,99,Other,,0,99,131053.5,OPEN,01/01/2012,12/31/2015,,,No,2090762.5,Authority Contract - Competitive Bid,,,USA,No,2221816,Yes,NYS,"ABALON EXTERMINATING COMPANY, INC.",No
4,,10016,56891,NEW YORK,386 PARK AVENUE SOUTH SUITE 902,01/01/2012,Exterminating Services -Joint,,0400000000000000000000352,NY,100,Commodities/Supplies,,1,100,56891,OPEN,01/01/2012,12/31/2015,,,No,577833,Authority Contract - Competitive Bid,,,USA,No,634724,Yes,NYS,"ABALON EXTERMINATING COMPANY, INC.",Yes
,,91352,3308,SUN VALLEY,8203 VINELAND AVENUE,,Miscellaneous Parts and tools.,,,CA,101,Commodities/Supplies,,,101,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,3956,,USA,No,,,,"ABBOTT TECHNOLOGIES, INC.",
3,,10016,96538,NEW YORK,99 PARK AVENUE,05/05/2009,C608I9977 REPRODUCTION OF CPM ENGINEERING DRAWINGS,,,NY,102,Other Professional Services,,1,102,359354.25,OPEN,05/05/2009,05/03/2013,,,No,188875.75,Authority Contract - Competitive Bid,,,USA,No,548230,Yes,NYS,ABC IMAGING,Yes
,,10018,1707.49,NEW YORK,438 WEST 37TH STREET,,Miscellaneous Parts and tools.,,,NY,103,Commodities/Supplies,,,103,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,,ABCO REFRIGERATION SUPPLY CORPORATION,
5,,10018,137765,NEW YORK,438 WEST 37TH STREET,01/09/2012,A/C UNITS FRIEDRICH,,0600000000000000000001838,NY,104,Commodities/Supplies,,30,104,137765,OPEN,01/09/2012,01/09/2014,,,Yes,150955,Authority Contract - Competitive Bid,,Emergency or Critical Need,USA,No,288720,Yes,NYS,ABCO REFRIGERATION SUPPLY CORPORATION,Yes
4,,10018,142740,NEW YORK,438 WEST 37TH STREET,02/10/2012,"COMPRESSOR, DISCUS, HVAC UNIT, COPELAND 6DP3R23ME-TXK-250 OR LIRR APPROVED EQUAL /C3/",,4000016070,NY,105,Commodities/Supplies,,2,105,142740,OPEN,02/10/2012,08/06/2012,,,No,0,Authority Contract - Competitive Bid,,,USA,No,142740,Yes,NYS,ABCO REFRIGERATION SUPPLY CORPORATION,Yes
,,10018,36979.3,NEW YORK,438 WEST 37TH STREET,,Multi-PO Under 15K to Same Vendor Goods Provided by Select Vendor,,,NY,106,Commodities/Supplies,,,106,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,NYS,ABCO REFRIGERATION SUPPLY CORPORATION,
0,,06492,26002.62,WALLINGFORD,GCARON ABELWOMACK.COM,09/15/2008,C000872336 THREE YEAR PREVENTIVE MAINTENANCE CONTRACT FOR 12 REMSTAR AUTOMATIC STORAGE RETRIEVER,,,CT,107,Other Professional Services,,0,107,114211.22,OPEN,09/15/2008,09/14/2011,,,No,70277.73,Authority Contract - Competitive Bid,,,USA,No,184488.95,Yes,Foreign,"ABEL WOMACK, INC.",No
6,,92688,15780,RANCHO SANTA MARGARITA,22362 GILBERTO SUITE 120,02/01/2008,REAL-TIME TEXT CAPTIONING SERVICES IN C/W WEB CASTING OF PUBLIC MEETINGS,,07131-0200,CA,108,Technology - Consulting/Development or Sup,09/28/2012,0,108,81180,OPEN,02/27/2008,02/28/2013,,,No,13820,Authority Contract - Competitive Bid,,,USA,No,95000,Yes,Foreign,"ABERDEEN CAPTIONING, INC.",No
5,,11726,0,COPIAGUE,21 DIXON AVENUE,12/18/2012,Sullair 260DPQ tow-behind air compressor,,0600000000000000000004160,NY,109,Commodities/Supplies,,1,109,0,OPEN,12/18/2012,02/18/2013,,,No,41688,Authority Contract - Competitive Bid,,,USA,No,41688,Yes,NYS,"ABLE EQUIPMENT RENTAL, INC.",Yes
,,10176,10225.56,NEW YORK,551 Fifth Avenue,,C000053128 GCT WATER TREATMENTS,Suite 300,,NY,110,Other,,,110,,COMPLETED,,,,,,,Purchased Under State Contract,,,USA,No,,,,ABM JANITORIAL SERVICES,
,,10036,640108.43,NEW YORK,321 W 44TH ST,09/12/2008,CMSN080047 Janitorial services for MTA Bus,,,NY,111,Other,,,111,2585839.85,OPEN,09/12/2008,08/26/2011,,,Yes,294892.56,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,2880732.41,Yes,NYS,ABM JANITORIAL SERVICES,No
2,,11201,41502.18,BROOKLYN,170 MANROSE AVE.,11/21/2011,BULLET PROOF GLASS REPLACEMENT,,11125-0100,NY,112,Design and Construction/Maintenance,,0,112,41502.18,OPEN,11/21/2011,02/28/2012,,,No,2184.32,Authority Contract - Competitive Bid,,,USA,No,43686.5,Yes,NYS,ABM LLC,No
5,,10601,32645.16,WHITE PLAINS,360 HAMILTON AVENUE,10/01/2011,2 Broadway internet service,7TH FLOOR,11001-0100,NY,113,Commodities/Supplies,,0,113,32645.16,OPEN,09/28/2011,09/30/2016,,,No,132354.84,Authority Contract - Competitive Bid,,,USA,No,165000,Yes,NYS,"ABOVENET COMMUNICATIONS, INC.",No
,,20191,410120.52,RESTON,1875 CAMPUS COMMONS DRIVE,,Trapwire,SUITE#301,11045-0100,VA,114,Other,,,114,,OPEN,,,,,,,Purchased Under State Contract,,,USA,No,,,Foreign,"ABRAXAS    APPLICATION, INC",
,,10701,15706.41,YONKERS,418 SAW MILL RIVER ROAD,,THROAT KNOCK DOWN DOOR FRAME LH,,,NY,115,Commodities/Supplies,,,115,,COMPLETED,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,,ABS SALES COMPANY,
,,10001,0,NEW YORK,5 PENN PLAZA,07/01/2009,C6CMM1608 SYSTEM EXP. SOFTWARE & TECHNICAL SUPPORT,19TH FLOOR,,NY,116,Technology - Consulting/Development or Sup,,0,116,141100,OPEN,06/29/2009,10/31/2012,,,No,0,Authority Contract - Non-Competitive Bid,1803,,USA,No,141100,Yes,NYS,ABSS TECHNOLOGIES CORP.,No
,,11743,0,HUNTINGTON,PO BOX 4409,,"RD121385 91-43-6500    MIRROR ASSEMBLY, O",,,NY,117,Commodities/Supplies,,,117,,OPEN,,,,,,,Purchased Under State Contract,,,USA,Yes,,,NYS,"ABT PRODUCTS & SERVICES, INC.",
,,11743,6408,HUNTINGTON,PO BOX 4409,,"C2R090296 91-17-0024 - MIRROR, ASSEMBLY,",,,NY,118,Commodities/Supplies,,,118,,OPEN,,,,,,,Purchased Under State Contract,,,USA,Yes,,,NYS,"ABT PRODUCTS & SERVICES, INC.",
,,11743,2896,HUNTINGTON,PO BOX 4409,,"RD121386 87-35-0083 FILTER, SPIN ON, PR",,,NY,119,Commodities/Supplies,,,119,,OPEN,,,,,,,Purchased Under State Contract,,,USA,Yes,,,NYS,"ABT PRODUCTS & SERVICES, INC.",
,,11743,0,HUNTINGTON,PO BOX 4409,,"RD121255 91-19-0017    MODULE, REAR BUMPE",,,NY,120,Commodities/Supplies,,,120,,OPEN,,,,,,,Purchased Under State Contract,,,USA,Yes,,,NYS,"ABT PRODUCTS & SERVICES, INC.",
5,,11743,6513.92,HUNTINGTON,PO BOX 4409,06/22/2012,MOTOR 4 WIRE BLOWER ASSEMBLY DEFROST,,0600000000000000000003094,NY,121,Commodities/Supplies,,5,121,6513.92,OPEN,06/22/2012,09/21/2014,,,Yes,123764.48,Authority Contract - Competitive Bid,,Discretionary Procurement,USA,Yes,130278.4,Yes,NYS,"ABT PRODUCTS & SERVICES, INC.",Yes
3,,11743,19981.4,HUNTINGTON,PO BOX 4409,07/11/2012,THROTTLE ASSEMBLY NATURAL GAS MK ENGINE ONLY,,0600000000000000000003188,NY,122,Commodities/Supplies,,3,122,19981.4,OPEN,07/11/2012,10/10/2013,,,Yes,89916.3,Authority Contract - Competitive Bid,,Discretionary Procurement,USA,Yes,109897.7,Yes,NYS,"ABT PRODUCTS & SERVICES, INC.",Yes
7,,11743,16654,HUNTINGTON,PO BOX 4409,06/01/2010,C600928615 MIRROR ASSEMBLY OUTSIDE LEFT AND,,,NY,123,Commodities/Supplies,,0,123,82891.5,OPEN,03/02/2010,06/01/2012,,,No,23088.5,Authority Contract - Competitive Bid,,,USA,Yes,105980,Yes,NYS,"ABT PRODUCTS & SERVICES, INC.",Yes
4,,11743,26175,HUNTINGTON,PO BOX 4409,05/02/2012,FILTER SPIN ON SECONDARY FUEL,,0600000000000000000002809,NY,124,Commodities/Supplies,,4,124,26175,OPEN,05/02/2012,08/01/2014,,,Yes,73290,Authority Contract - Competitive Bid,,Discretionary Procurement,USA,Yes,99465,Yes,NYS,"ABT PRODUCTS & SERVICES, INC.",Yes
3,,11743,12816.24,HUNTINGTON,PO BOX 4409,07/12/2012,FILLER NECK ASSEMBLY FUEL TANK,,0600000000000000000003193,NY,125,Commodities/Supplies,,3,125,12816.24,OPEN,07/12/2012,10/10/2014,,,Yes,72625.36,Authority Contract - Competitive Bid,,Discretionary Procurement,USA,Yes,85441.6,Yes,NYS,"ABT PRODUCTS & SERVICES, INC.",Yes
11,,11743,0,HUNTINGTON,PO BOX 4409,01/21/2010,C600915959 MIRROR ASSEMBLY CURBSIDE NON-HEATED,,,NY,126,Commodities/Supplies,,1,126,58286.2,OPEN,10/29/2009,01/27/2012,,,No,17861.9,Authority Contract - Competitive Bid,,,USA,Yes,76148.1,Yes,NYS,"ABT PRODUCTS & SERVICES, INC.",Yes
7,,11743,1261.8,HUNTINGTON,PO BOX 4409,10/08/2009,"C2PRB090321A 91-65-3611 MIRROR ASSEMBLY, ST",,,NY,127,Commodities/Supplies,,1,127,66029.05,OPEN,10/08/2009,11/28/2011,,,No,3369.95,Authority Contract - Competitive Bid,,,USA,Yes,69399,Yes,NYS,"ABT PRODUCTS & SERVICES, INC.",Yes
9,,11743,0,HUNTINGTON,PO BOX 4409,11/27/2012,LAMP FLUORESCENT F72T8 44 WATT SINGLE PIN BASE INSTANT START SLIM- LINE TYPE 18000 HOURS 4650 LUMENS COLOR MUST MATCH SYLVANIA F072/835XP/ECO,,0600000000000000000003986,NY,128,Commodities/Supplies,,9,128,0,OPEN,11/27/2012,05/26/2013,,,Yes,60960,Authority Contract - Competitive Bid,,Discretionary Procurement,USA,Yes,60960,Yes,NYS,"ABT PRODUCTS & SERVICES, INC.",Yes
5,,11743,0,HUNTINGTON,PO BOX 4409,08/29/2012,GASKET DIESEL PARTICULATE FILTER MODULE,,0600000000000000000003490,NY,129,Commodities/Supplies,,5,129,0,OPEN,08/29/2012,12/28/2014,,,Yes,58440,Authority Contract - Competitive Bid,,Discretionary Procurement,USA,Yes,58440,Yes,NYS,"ABT PRODUCTS & SERVICES, INC.",Yes
3,,11743,8065,HUNTINGTON,PO BOX 4409,06/02/2012,MIRROR ASSEMBLY OUTSIDE LEFT AND RIGHT REAR VIEW WITH METAL BALL. ROSCO PART 953PSQB W/METAL BALL,,0600000000000000000002310,NY,130,Commodities/Supplies,,3,130,8065,OPEN,03/09/2012,09/02/2013,,,Yes,48390,Authority Contract - Competitive Bid,,Discretionary Procurement,USA,Yes,56455,Yes,NYS,"ABT PRODUCTS & SERVICES, INC.",Yes
5,,11743,21979.2,HUNTINGTON,PO BOX 4409,08/23/2012,MODULE REAR BUMPER CORNER CURBSIDE,,0600000000000000000003446,NY,131,Commodities/Supplies,,5,131,21979.2,OPEN,08/23/2012,11/21/2014,,,Yes,32968.8,Authority Contract - Competitive Bid,,Discretionary Procurement,USA,Yes,54948,Yes,NYS,"ABT PRODUCTS & SERVICES, INC.",Yes
6,,11743,0,HUNTINGTON,PO BOX 4409,06/29/2012,FILTER SPIN ON PRIMARY FUEL,,0600000000000000000003135,NY,132,Commodities/Supplies,,5,132,0,OPEN,06/29/2012,09/26/2014,,,Yes,46000,Authority Contract - Competitive Bid,,Discretionary Procurement,USA,Yes,46000,Yes,NYS,"ABT PRODUCTS & SERVICES, INC.",Yes
3,,11743,0,HUNTINGTON,PO BOX 4409,06/21/2012,FILLER ASSEMBLY PRESSURE FILL,,0600000000000000000003089,NY,133,Commodities/Supplies,,3,133,0,OPEN,06/21/2012,09/19/2014,,,Yes,42527.6,Authority Contract - Competitive Bid,,Discretionary Procurement,USA,Yes,42527.6,Yes,NYS,"ABT PRODUCTS & SERVICES, INC.",Yes
5,,11743,0,HUNTINGTON,PO BOX 4409,08/03/2012,BEARING ASSEMBLY ROLLER BEVEL GEAR V700 TRANSMISSION SERIES. CONSISTING OF ONE CUP TIMKEN P/N 742 AND ONE CONE TIMKEN P/N 740 MUST COME IN ONE BOX OR,,0600000000000000000003327,NY,134,Commodities/Supplies,,5,134,0,OPEN,08/03/2012,12/04/2013,,,Yes,33420,Authority Contract - Competitive Bid,,Discretionary Procurement,USA,Yes,33420,Yes,NYS,"ABT PRODUCTS & SERVICES, INC.",Yes
3,,11743,10359,HUNTINGTON,PO BOX 4409,05/07/2012,LINK STABILIZER BAR LEFT HAND,,0600000000000000000002841,NY,135,Commodities/Supplies,,3,135,10359,OPEN,05/07/2012,08/06/2013,,,Yes,20718,Authority Contract - Competitive Bid,,Discretionary Procurement,USA,Yes,31077,Yes,NYS,"ABT PRODUCTS & SERVICES, INC.",Yes
4,,11743,18040,HUNTINGTON,PO BOX 4409,05/24/2012,DUAL SUNVISOR ASSEMBLY SIDE/FRONT,,0600000000000000000002937,NY,136,Commodities/Supplies,,4,136,18040,OPEN,05/24/2012,08/23/2014,,,Yes,12760,Authority Contract - Competitive Bid,,Discretionary Procurement,USA,Yes,30800,Yes,NYS,"ABT PRODUCTS & SERVICES, INC.",Yes
9,,11743,7600,HUNTINGTON,PO BOX 4409,09/28/2012,LAMP FLUORESCENT 48 LONG TRIMLINE T8 MEDIUM BI-PIN USED ON SHOP LIGHTING,,0600000000000000000003723,NY,137,Commodities/Supplies,,9,137,7600,OPEN,09/28/2012,12/27/2013,,,Yes,22830,Authority Contract - Competitive Bid,,Discretionary Procurement,USA,Yes,30430,Yes,NYS,"ABT PRODUCTS & SERVICES, INC.",Yes
7,,11743,6333.9,HUNTINGTON,PO BOX 4409,05/22/2012,HOSE HUMP 2.50,,0600000000000000000002908,NY,138,Commodities/Supplies,,7,138,6333.9,OPEN,05/21/2012,08/21/2014,,,Yes,23126.1,Authority Contract - Competitive Bid,,Discretionary Procurement,USA,Yes,29460,Yes,NYS,"ABT PRODUCTS & SERVICES, INC.",Yes
4,,11743,0,HUNTINGTON,PO BOX 4409,09/21/2012,BUMPER MODULE REAR CURBSIDE,,0600000000000000000003649,NY,139,Commodities/Supplies,,4,139,0,OPEN,09/21/2012,12/20/2014,,,Yes,27329.6,Authority Contract - Competitive Bid,,Discretionary Procurement,USA,Yes,27329.6,Yes,NYS,"ABT PRODUCTS & SERVICES, INC.",Yes
3,,11743,4108,HUNTINGTON,PO BOX 4409,04/05/2012,MIRROR ASSEMBLY CURBSIDE EXTERIOR,,0600000000000000000002580,NY,140,Commodities/Supplies,,3,140,4108,OPEN,04/05/2012,07/03/2014,,,Yes,22594,Authority Contract - Competitive Bid,,Discretionary Procurement,USA,Yes,26702,Yes,NYS,"ABT PRODUCTS & SERVICES, INC.",Yes
4,,11743,0,HUNTINGTON,PO BOX 4409,05/07/2012,ELEMENT AIR FILTER,,0600000000000000000002842,NY,141,Commodities/Supplies,,4,141,0,OPEN,05/07/2012,08/06/2014,,,Yes,26360,Authority Contract - Competitive Bid,,Discretionary Procurement,USA,Yes,26360,Yes,NYS,"ABT PRODUCTS & SERVICES, INC.",Yes
,,11743,22150.4,HUNTINGTON,PO BOX 4409,,Multi-PO Under 15K to Same Vendor Goods Provided by Select Vendor,,,NY,142,Commodities/Supplies,,,142,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,,,USA,Yes,,,NYS,"ABT PRODUCTS & SERVICES, INC.",
15,,10001,47326,NEW YORK,"275 7TH AVE., SUITE 2700",03/23/2012,FULL SERVICE MARKET RESEARCH SERVICES,,06228-1300,NY,143,Other Professional Services,,0,143,47326,OPEN,02/26/2007,12/31/2014,,,No,4906365,Authority Contract - Competitive Bid,,,USA,No,4953691,Yes,Foreign,"ABT SRBI, INC.",No
15,,10001,5171,NEW YORK,"275 7TH AVE., SUITE 2700",05/01/2007,FULL SERVICE MARKET RESEARCH SERVICES,,06228-0800,NY,144,Consulting Services,03/12/2012,0,144,1247435.58,OPEN,02/26/2007,12/31/2014,,,No,527817.74,Authority Contract - Competitive Bid,,,USA,No,1775253.32,Yes,Foreign,"ABT SRBI, INC.",No
9,,10001,226789.52,NEW YORK,"275 7TH AVE., SUITE 2700",01/01/2012,Full Service Market Research,,10161-0100,NY,145,Consulting Services,,0,145,226789.52,OPEN,01/01/2012,12/31/2015,,,No,40682.84,Authority Contract - Competitive Bid,,,USA,No,267472.36,Yes,NYS,"ABT SRBI, INC.",Yes
,,55402,0,MINNEAPOLIS,333 SOUTH 7TH ST.,,HARDWARE & SOFTWARE STORAGE INFRASTRUCTURE & MAINTENANCE,,09332-0100,MN,146,Technology - Consulting/Development or Sup,,,146,,OPEN,,,,,,,Purchased Under State Contract,,,USA,No,,,Foreign,"ACCENTURE, LLP",
